bloomberg_ticker
INW IM
BST IM
AVIO IM
PST IM
BMED IM
TGYM IM
PRY IM
DIA IM
ENAV IM
IG IM
MT IM
EXO IM
BAMI IM
BFF IM
DIB IM
FILA IM
PIRC IM
ILTY IM
NEXI IM
TITR IM
STLA IM
FUR NA
ACCEL NA
KPN NA
BESI NA
RAND NA
PHIA NA
HEIO NA
HEIA NA
ASM NA
WKL NA
BRNL NA
PNL NA
ARCAD NA
CRBN NA
VPK NA
AGN NA
ASML NA
AD NA
AKZA NA
SBMO NA
TOM2 NA
OCI NA
DSM NA
IMCD NA
NN NA
BAMNB NA
GVNV NA
FLOW NA
INTER NA
ABN NA
SLIGR NA
LIGHT NA
AALB NA
TWEKA NA
BOKA NA
BFIT NA
ASRNL NA
AMG NA
INGA NA
TKWY NA
ALFEN NA
ADYEN NA
PRX NA
CMCOM NA
JDEP NA
WALWIL NO
GJF NO
NANO NO
NOD NO
NEL NO
AKER NO
ACR NO
MOWI NO
KOG NO
LSG NO
SRBANK NO
NONG NO
STB NO
SCHA NO
DNB NO
YAR NO
TOM NO
TEL NO
SUBC NO
EQNR NO
BRG NO
OCY NO
MING NO
ODL NO
AVANCE NO
NOFI NO
BWO NO
AKSO NO
NHY NO
SCATC NO
XXL NO
ENTRA NO
ATEA NO
AUSS NO
TGS NO
DNO NO
SCHB NO
EPR NO
PGS NO
SBANK NO
ORK NO
SALM NO
GSF NO
BGBIO NO
FLNG NO
ASA NO
ELK NO
ADE NO
BWE NO
AKERBP NO
NVG PL
SEM PL
SON PL
NOS PL
BCP PL
EDP PL
CTT PL
ALTR PL
GALP PL
JMT PL
RENE PL
EDPR PL
AMS SM
GRFS US
GRF SM
TL5 SM
ACX SM
FER SM
ANA SM
CAF SM
ENG SM
VIS SM
NTGY SM
IDR SM
REP SM
ELE SM
EBRO SM
BKT SM
SCYR SM
FAE SM
ZOT SM
REE SM
MEL SM
A3M SM
ITX SM
PSG SM
BBVA SM
SAN SM
TEF SM
ACS SM
LBK SM
APPS SM
LOG SM
CIE SM
TRE SM
GCO SM
AENA SM
CLNX SM
MAP SM
EKT SM
PHM SM
ENC SM
SAB SM
SLR SM
ALM SM
UNI SM
IBE SM
CABK SM
FDR SM
GEST SM
SGRE SM
SPK SM
CLASB SS
TRELB SS
HMB SS
ASSAB SS
SHBA SS
LUNDB SS
WALLB SS
SECUB SS
ERICB SS
HUFVA SS
SWEDA SS
INTRUM SS
HOLMB SS
TELIA SS
EKTAB SS
PEABB SS
AZA SS
NOLAB SS
SWMA SS
TEL2B SS
VITR SS
LUNE SS
NCCB SS
SEBA SS
MYCR SS
SAABB SS
BIOGB SS
BALDB SS
AXFO SS
BILL SS
GETIB SS
SAS SS
SKAB SS
ALFA SS
INVEB SS
AAK SS
INDT SS
ICA SS
STORYB SS
SCST SS
HUSQB SS
CAST SS
AFB SS
KLED SS
INWI SS
WIHL SS
GRNG SS
THULE SS
NIBEB SS
LIFCOB SS
JM SS
SSABA SS
MTGB SS
KLOVB SS
PCELL SS
HOFI SS
EVO SS
SOBI SS
KINDSDB SS
LIAB SS
COOR SS
PNDXB SS
NOBINA SS
ELUXB SS
BRAV SS
DOM SS
ATT SS
CAMX SS
BONAVB SS
LEO SS
SAND SS
ATCOA SS
INDUA SS
SCAB SS
SKFB SS
VOLVB SS
NOBI SS
BOL SS
HEXAB SS
PDX SS
FABG SS
LATOB SS
ACAD SS
HMS SS
EMBRACB SS
ONCO SS
SDIPB SS
INSTAL SS
MTRS SS
ESSITYB SS
MCOVB SS
BOOZT SS
HPOLB SS
LOOMIS SS
SBBB SS
ARJOB SS
BHG SS
SF SS
NYF SS
NENTB SS
INDUC SS
EQT SS
EPROB SS
SWECB NA
AUTN SW
DKSH SW
BKW SW
BSLN SW
KARN SW
PSPN SW
GUR SW
INRN SW
EMMN SW
FI-N SW
DOKA SW
SCMN SW
COTN SW
RIEN SW
LISN SW
SUN SW
KOMN SW
GIVN SW
SWTQ SW
BEAN SW
VALN SW
BYS SW
BANB SW
SOON SW
STMN SW
UHR SW
HELN SW
OERL SW
IFCN SW
